Model,Station,Horizon,MAE,RMSE,R2,MBE,IA
C2_CNN_LSTM_pfxf,MzWarChrosci,17,3.825,5.3856,0.5878,0.9266,0.8807
C2_CNN_LSTM_pfxf,MzWarChrosci,18,3.8347,5.4053,0.5847,0.9219,0.8805
C2_CNN_LSTM_pfxf,MzWarChrosci,19,3.817,5.3974,0.5857,0.9286,0.881
C2_CNN_LSTM_pfxf,MzWarChrosci,20,3.8074,5.4174,0.5829,0.9088,0.8814
C2_CNN_LSTM_pfxf,MzWarChrosci,21,3.8733,5.4852,0.5727,1.1581,0.8809
C2_CNN_LSTM_pfxf,MzWarChrosci,22,3.9461,5.5797,0.5586,1.4158,0.8813
C2_CNN_LSTM_pfxf,MzWarChrosci,23,3.7853,5.3922,0.5884,0.9865,0.8851
C2_CNN_LSTM_pfxf,MzWarChrosci,24,3.7206,5.3185,0.5994,0.7749,0.8849
C3_GNN_LSTM_pfxf,MzWarChrosci,1,2.7958,4.1508,0.7591,-0.509,0.9198
C3_GNN_LSTM_pfxf,MzWarChrosci,2,3.0801,4.5398,0.7106,-0.3034,0.903
C3_GNN_LSTM_pfxf,MzWarChrosci,3,3.3477,4.9131,0.6595,-0.2402,0.883
C3_GNN_LSTM_pfxf,MzWarChrosci,4,3.5808,5.2003,0.6169,0.0227,0.8686
C3_GNN_LSTM_pfxf,MzWarChrosci,5,3.7913,5.416,0.5836,0.338,0.8589
C3_GNN_LSTM_pfxf,MzWarChrosci,6,3.9722,5.6135,0.5517,0.5689,0.8495
C3_GNN_LSTM_pfxf,MzWarChrosci,7,4.141,5.8209,0.5173,0.7952,0.8409
C3_GNN_LSTM_pfxf,MzWarChrosci,8,4.2255,5.9258,0.4983,0.8763,0.8372
C3_GNN_LSTM_pfxf,MzWarChrosci,9,4.3062,6.0156,0.4821,1.0088,0.8354
C3_GNN_LSTM_pfxf,MzWarChrosci,10,4.2045,5.9142,0.4993,0.7204,0.8364
C3_GNN_LSTM_pfxf,MzWarChrosci,11,4.1052,5.8014,0.5187,0.4766,0.8402
C3_GNN_LSTM_pfxf,MzWarChrosci,12,4.1094,5.8089,0.5188,0.4369,0.8396
C3_GNN_LSTM_pfxf,MzWarChrosci,13,4.0441,5.7426,0.5303,0.2693,0.8407
C3_GNN_LSTM_pfxf,MzWarChrosci,14,3.9718,5.6513,0.5447,0.0803,0.8444
C3_GNN_LSTM_pfxf,MzWarChrosci,15,3.9024,5.5931,0.5537,-0.0809,0.8453
C3_GNN_LSTM_pfxf,MzWarChrosci,16,3.9418,5.6255,0.5485,0.0937,0.8482
C3_GNN_LSTM_pfxf,MzWarChrosci,17,3.9262,5.5871,0.5546,0.1631,0.8509
C3_GNN_LSTM_pfxf,MzWarChrosci,18,3.9107,5.5675,0.5569,0.1896,0.8529
C3_GNN_LSTM_pfxf,MzWarChrosci,19,3.9253,5.5718,0.5555,0.5113,0.8588
C3_GNN_LSTM_pfxf,MzWarChrosci,20,3.8793,5.5141,0.5646,0.3836,0.86
C3_GNN_LSTM_pfxf,MzWarChrosci,21,3.8215,5.4601,0.5738,0.2469,0.862
C3_GNN_LSTM_pfxf,MzWarChrosci,22,3.8504,5.4943,0.5698,0.4428,0.8653
C3_GNN_LSTM_pfxf,MzWarChrosci,23,3.9174,5.5352,0.5654,0.5742,0.8653
C3_GNN_LSTM_pfxf,MzWarChrosci,24,3.9319,5.5225,0.5684,0.6629,0.8651
C3_Stacking_pfxf,MzWarChrosci,1,1.2726,1.9591,0.9457,0.2836,0.986
C3_Stacking_pfxf,MzWarChrosci,2,2.1053,3.0218,0.8708,0.6751,0.9658
C3_Stacking_pfxf,MzWarChrosci,3,2.74,3.7883,0.7968,1.0483,0.9448
C3_Stacking_pfxf,MzWarChrosci,4,3.2446,4.3841,0.7274,1.3589,0.9244
C3_Stacking_pfxf,MzWarChrosci,5,3.6476,4.8575,0.6647,1.5523,0.9062
C3_Stacking_pfxf,MzWarChrosci,6,3.9876,5.2456,0.6081,1.8427,0.8894
C3_Stacking_pfxf,MzWarChrosci,7,4.2333,5.5445,0.5615,1.9792,0.8747
C3_Stacking_pfxf,MzWarChrosci,8,4.4747,5.8064,0.5187,2.2311,0.8623
C3_Stacking_pfxf,MzWarChrosci,9,4.647,5.9906,0.4871,2.4045,0.8534
C3_Stacking_pfxf,MzWarChrosci,10,4.7872,6.1367,0.4618,2.4954,0.8437
C3_Stacking_pfxf,MzWarChrosci,11,4.966,6.3434,0.4255,2.6842,0.8323
C3_Stacking_pfxf,MzWarChrosci,12,5.0736,6.4723,0.4026,2.779,0.827
C3_Stacking_pfxf,MzWarChrosci,13,5.1624,6.5632,0.3869,2.8832,0.8229
C3_Stacking_pfxf,MzWarChrosci,14,5.2619,6.7027,0.3621,3.0032,0.8165
C3_Stacking_pfxf,MzWarChrosci,15,5.2462,6.6738,0.3688,3.0147,0.8177
C3_Stacking_pfxf,MzWarChrosci,16,5.3384,6.7684,0.3511,3.1264,0.8118
C3_Stacking_pfxf,MzWarChrosci,17,5.3572,6.8089,0.3435,3.1558,0.8091
C3_Stacking_pfxf,MzWarChrosci,18,5.3478,6.8311,0.3387,3.1109,0.8055
C3_Stacking_pfxf,MzWarChrosci,19,5.369,6.8454,0.3356,3.1879,0.8061
C3_Stacking_pfxf,MzWarChrosci,20,5.4072,6.8864,0.3277,3.169,0.8007
C3_Stacking_pfxf,MzWarChrosci,21,5.4742,6.964,0.3125,3.2933,0.7992
C3_Stacking_pfxf,MzWarChrosci,22,5.4091,6.8622,0.3325,3.2501,0.8015
C3_Stacking_pfxf,MzWarChrosci,23,5.4141,6.8607,0.3325,3.2659,0.8022
C3_Stacking_pfxf,MzWarChrosci,24,5.4353,6.8861,0.3266,3.2961,0.8005
C1_XGBoost_pfxf,MzOtwoBrzozo,1,1.7201,3.7338,0.9289,-0.2641,0.9815
C1_HGB_pfxf,MzOtwoBrzozo,1,1.7824,3.8446,0.9246,-0.2345,0.9805
C1_XGBoost_pfxf,MzOtwoBrzozo,2,2.6543,5.3875,0.8519,-0.3299,0.9597
C1_HGB_pfxf,MzOtwoBrzozo,2,2.7097,5.522,0.8444,-0.2704,0.9572
C1_XGBoost_pfxf,MzOtwoBrzozo,3,3.1907,6.3378,0.7951,-0.2764,0.9417
C1_HGB_pfxf,MzOtwoBrzozo,3,3.3107,6.5602,0.7804,-0.1353,0.9381
C1_XGBoost_pfxf,MzOtwoBrzozo,4,3.5674,7.005,0.7495,-0.1164,0.9269
C1_HGB_pfxf,MzOtwoBrzozo,4,3.6962,7.3318,0.7256,-0.1018,0.9211
C1_XGBoost_pfxf,MzOtwoBrzozo,5,3.8585,7.5369,0.7098,-0.0042,0.9123
C1_HGB_pfxf,MzOtwoBrzozo,5,3.9563,7.6495,0.701,0.0927,0.9098
C1_XGBoost_pfxf,MzOtwoBrzozo,6,4.1303,7.9545,0.6756,0.1307,0.8994
C1_HGB_pfxf,MzOtwoBrzozo,6,4.1757,7.9518,0.6758,0.276,0.9026
C1_XGBoost_pfxf,MzOtwoBrzozo,7,4.3205,8.2629,0.6478,0.3466,0.8928
C1_HGB_pfxf,MzOtwoBrzozo,7,4.3647,8.2243,0.651,0.3989,0.8939
C1_XGBoost_pfxf,MzOtwoBrzozo,8,4.467,8.4276,0.6324,0.5256,0.8882
C1_HGB_pfxf,MzOtwoBrzozo,8,4.5806,8.6017,0.6171,0.6406,0.8859
C1_XGBoost_pfxf,MzOtwoBrzozo,9,4.6402,8.7194,0.6071,0.7652,0.8833
C1_HGB_pfxf,MzOtwoBrzozo,9,4.7802,8.7937,0.6004,0.8346,0.8814
C1_XGBoost_pfxf,MzOtwoBrzozo,10,4.7822,8.7852,0.6016,0.8063,0.8799
C1_HGB_pfxf,MzOtwoBrzozo,10,4.8455,8.8181,0.5986,0.8318,0.879
C1_XGBoost_pfxf,MzOtwoBrzozo,11,4.8655,8.8403,0.5968,0.8534,0.876
C1_HGB_pfxf,MzOtwoBrzozo,11,5.0067,9.0596,0.5765,0.9888,0.8719
C1_XGBoost_pfxf,MzOtwoBrzozo,12,4.9538,9.0157,0.5816,0.8565,0.8691
C1_HGB_pfxf,MzOtwoBrzozo,12,5.0363,9.1767,0.5666,0.9607,0.8649
C1_XGBoost_pfxf,MzOtwoBrzozo,13,4.9778,9.0911,0.5748,0.878,0.8661
C1_HGB_pfxf,MzOtwoBrzozo,13,5.0527,9.1039,0.5736,0.9053,0.864
C1_XGBoost_pfxf,MzOtwoBrzozo,14,4.981,9.0143,0.5832,0.9539,0.8685
C1_HGB_pfxf,MzOtwoBrzozo,14,5.0892,9.2588,0.5603,0.9352,0.8582
C1_XGBoost_pfxf,MzOtwoBrzozo,15,5.1023,9.1826,0.5695,1.0647,0.8661
C1_HGB_pfxf,MzOtwoBrzozo,15,5.1532,9.277,0.5606,1.0474,0.8592
C1_XGBoost_pfxf,MzOtwoBrzozo,16,5.0967,9.1544,0.5735,1.1045,0.8675
C1_HGB_pfxf,MzOtwoBrzozo,16,5.1871,9.2549,0.564,1.2022,0.8632
C1_XGBoost_pfxf,MzOtwoBrzozo,17,5.1401,9.1966,0.5687,1.1191,0.864
C1_HGB_pfxf,MzOtwoBrzozo,17,5.2135,9.3492,0.5543,1.0492,0.8562
C1_XGBoost_pfxf,MzOtwoBrzozo,18,5.1387,9.1275,0.5729,1.1549,0.867
C1_HGB_pfxf,MzOtwoBrzozo,18,5.2716,9.42,0.545,1.1445,0.855
C1_XGBoost_pfxf,MzOtwoBrzozo,19,5.168,9.1816,0.5662,1.3457,0.8685
C1_HGB_pfxf,MzOtwoBrzozo,19,5.3357,9.502,0.5354,1.3561,0.8581
C1_XGBoost_pfxf,MzOtwoBrzozo,20,5.1876,9.1872,0.5658,1.2672,0.8657
C1_HGB_pfxf,MzOtwoBrzozo,20,5.3181,9.436,0.5419,1.3768,0.8588
C1_XGBoost_pfxf,MzOtwoBrzozo,21,5.2029,9.2761,0.56,1.4112,0.8671
C1_HGB_pfxf,MzOtwoBrzozo,21,5.3671,9.5814,0.5305,1.4259,0.8557
C1_XGBoost_pfxf,MzOtwoBrzozo,22,5.2093,9.4487,0.5453,1.3549,0.8623
C1_HGB_pfxf,MzOtwoBrzozo,22,5.3467,9.62,0.5287,1.3916,0.855
C1_XGBoost_pfxf,MzOtwoBrzozo,23,5.1539,9.4026,0.5489,1.2073,0.8591
C1_HGB_pfxf,MzOtwoBrzozo,23,5.2788,9.5201,0.5376,1.2546,0.8563
C1_XGBoost_pfxf,MzOtwoBrzozo,24,5.1684,9.4234,0.5476,1.1614,0.8563
C1_HGB_pfxf,MzOtwoBrzozo,24,5.219,9.423,0.5476,1.1459,0.8567
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,1,4.3725,7.7919,0.6952,1.8877,0.932
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,2,4.5535,8.2452,0.658,1.5431,0.9209
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,3,5.0322,9.1982,0.5737,1.8893,0.9041
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,4,5.4935,10.2279,0.472,2.3875,0.8877
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,5,5.7478,11.0097,0.3868,2.5707,0.8757
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,6,6.0635,11.7061,0.3034,3.0571,0.8664
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,7,6.408,12.6129,0.1851,3.6769,0.8547
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,8,6.2652,12.2383,0.2285,3.5189,0.8592
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,9,6.1094,11.6761,0.2975,3.2747,0.8673
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,10,5.8328,10.8,0.3989,2.8238,0.8795
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,11,5.8981,10.8995,0.3872,2.9873,0.8787
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,12,5.9822,11.1023,0.3648,3.1741,0.8765
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,13,5.939,11.1637,0.3576,3.092,0.8751
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,14,6.033,11.4471,0.3262,3.2125,0.8703
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,15,5.7303,10.7219,0.4112,2.6091,0.8779
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,16,5.5247,10.1992,0.4685,2.067,0.8825
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,17,5.4966,10.1381,0.4736,1.8344,0.8813
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,18,5.7686,10.7245,0.4074,2.4517,0.8729
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,19,5.7045,10.7638,0.3997,2.3211,0.8712
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,20,5.7267,10.5726,0.419,2.4711,0.8735
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,21,5.8881,10.8445,0.3901,2.8174,0.8703
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,22,5.7305,10.5843,0.4203,2.5395,0.8723
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,23,5.5758,10.4657,0.4332,2.1531,0.8723
C2_CNN_LSTM_pfxf,MzOtwoBrzozo,24,5.8683,11.4692,0.3214,2.5595,0.8545
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,1,3.9051,7.6175,0.7318,-1.4762,0.8984
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,2,4.2704,8.3167,0.6789,-1.3164,0.8745
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,3,4.603,8.9745,0.625,-1.3563,0.8467
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,4,4.8807,9.4123,0.5868,-1.1407,0.8268
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,5,5.0985,9.6782,0.5626,-0.8303,0.8141
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,6,5.2478,9.8083,0.549,-0.5599,0.8083
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,7,5.3732,9.8831,0.5389,-0.3023,0.8066
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,8,5.4142,9.9186,0.5333,-0.1878,0.8074
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,9,5.4944,10.0023,0.5248,-0.0288,0.8062
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,10,5.399,10.0027,0.5252,-0.3882,0.8017
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,11,5.3546,10.1247,0.515,-0.6687,0.7938
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,12,5.3394,10.0776,0.5202,-0.7359,0.7946
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,13,5.2982,10.0828,0.5182,-0.9637,0.7901
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,14,5.2268,9.9311,0.5314,-1.2008,0.7969
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,15,5.2246,10.0453,0.5202,-1.3619,0.7886
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,16,5.2626,10.0026,0.524,-1.1847,0.7943
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,17,5.2551,9.966,0.526,-1.117,0.795
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,18,5.205,9.9009,0.5287,-1.1191,0.7967
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,19,5.2101,9.774,0.5374,-0.7327,0.806
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,20,5.1574,9.8167,0.5317,-0.8868,0.8008
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,21,5.1031,9.8502,0.5297,-1.0952,0.7981
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,22,5.0483,9.6128,0.5534,-0.8592,0.8137
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,23,5.0722,9.5804,0.5574,-0.7466,0.8168
C3_GNN_LSTM_pfxf,MzOtwoBrzozo,24,5.084,9.6054,0.5561,-0.7263,0.8138
C3_Stacking_pfxf,MzOtwoBrzozo,1,2.1625,4.1443,0.9124,0.4091,0.9778
C3_Stacking_pfxf,MzOtwoBrzozo,2,3.6119,6.2412,0.8012,1.1146,0.9484
C3_Stacking_pfxf,MzOtwoBrzozo,3,4.7137,7.5528,0.709,1.7547,0.9217
C3_Stacking_pfxf,MzOtwoBrzozo,4,5.4202,8.4332,0.637,2.0951,0.8961
C3_Stacking_pfxf,MzOtwoBrzozo,5,6.0024,9.0218,0.5841,2.4436,0.8763
C3_Stacking_pfxf,MzOtwoBrzozo,6,6.5164,9.507,0.5366,3.0195,0.8646
C3_Stacking_pfxf,MzOtwoBrzozo,7,6.9086,9.9096,0.4934,3.3322,0.8505
C3_Stacking_pfxf,MzOtwoBrzozo,8,7.1343,10.2235,0.4591,3.4601,0.8414
C3_Stacking_pfxf,MzOtwoBrzozo,9,7.2949,10.3047,0.4513,3.5069,0.8403
C3_Stacking_pfxf,MzOtwoBrzozo,10,7.5104,10.5194,0.4288,3.6896,0.8305
C3_Stacking_pfxf,MzOtwoBrzozo,11,7.6114,10.6122,0.4189,3.7472,0.8273
C3_Stacking_pfxf,MzOtwoBrzozo,12,7.6775,10.7408,0.4062,3.7126,0.8186
C3_Stacking_pfxf,MzOtwoBrzozo,13,7.7253,10.8109,0.3987,3.6442,0.8116
C3_Stacking_pfxf,MzOtwoBrzozo,14,7.8849,10.9496,0.385,3.9527,0.8084
C3_Stacking_pfxf,MzOtwoBrzozo,15,7.9125,10.9866,0.3837,3.9576,0.8081
C3_Stacking_pfxf,MzOtwoBrzozo,16,7.9086,11.0013,0.384,3.9241,0.8058
C3_Stacking_pfxf,MzOtwoBrzozo,17,7.927,11.0685,0.3753,3.8843,0.7984
C3_Stacking_pfxf,MzOtwoBrzozo,18,7.9742,11.0242,0.3769,4.0022,0.803
C3_Stacking_pfxf,MzOtwoBrzozo,19,7.7638,10.8366,0.3957,3.7808,0.8093
C3_Stacking_pfxf,MzOtwoBrzozo,20,7.6676,10.7318,0.4075,3.7401,0.8141
C3_Stacking_pfxf,MzOtwoBrzozo,21,7.5938,10.6965,0.4149,3.6991,0.817
C3_Stacking_pfxf,MzOtwoBrzozo,22,7.5972,10.7758,0.4086,3.7104,0.8108
C3_Stacking_pfxf,MzOtwoBrzozo,23,7.5043,10.8237,0.4023,3.5552,0.8068
C3_Stacking_pfxf,MzOtwoBrzozo,24,7.5351,10.9385,0.3904,3.5351,0.8028
C1_XGBoost_pfxf,MzWarWokalna,1,1.1886,1.8359,0.957,-0.4523,0.9886
C1_HGB_pfxf,MzWarWokalna,1,1.1881,1.8367,0.9569,-0.4251,0.9887
C1_XGBoost_pfxf,MzWarWokalna,2,1.9231,2.9583,0.8882,-0.708,0.9684
C1_HGB_pfxf,MzWarWokalna,2,1.9274,2.9406,0.8895,-0.6715,0.9692
C1_XGBoost_pfxf,MzWarWokalna,3,2.3943,3.6335,0.8314,-0.7567,0.9506
C1_HGB_pfxf,MzWarWokalna,3,2.3966,3.6391,0.8308,-0.7371,0.9507
C1_XGBoost_pfxf,MzWarWokalna,4,2.7033,4.0817,0.7869,-0.7704,0.9354
C1_HGB_pfxf,MzWarWokalna,4,2.7169,4.0694,0.7882,-0.7338,0.9363
C1_XGBoost_pfxf,MzWarWokalna,5,2.9618,4.4298,0.7485,-0.7355,0.9217
C1_HGB_pfxf,MzWarWokalna,5,2.9905,4.459,0.7452,-0.7155,0.9208
C1_XGBoost_pfxf,MzWarWokalna,6,3.1693,4.7169,0.7144,-0.6369,0.9094
C1_HGB_pfxf,MzWarWokalna,6,3.1838,4.7277,0.713,-0.6326,0.9096
C1_XGBoost_pfxf,MzWarWokalna,7,3.3189,4.9115,0.69,-0.6004,0.899
C1_HGB_pfxf,MzWarWokalna,7,3.3389,4.9051,0.6908,-0.6198,0.9
C1_XGBoost_pfxf,MzWarWokalna,8,3.4763,5.128,0.6619,-0.5439,0.8884
C1_HGB_pfxf,MzWarWokalna,8,3.4719,5.0909,0.6668,-0.5604,0.8917
C1_XGBoost_pfxf,MzWarWokalna,9,3.5583,5.2441,0.6461,-0.4837,0.8836
C1_HGB_pfxf,MzWarWokalna,9,3.5812,5.2597,0.644,-0.5063,0.8831
C1_XGBoost_pfxf,MzWarWokalna,10,3.6892,5.3791,0.6277,-0.4761,0.8771
C1_HGB_pfxf,MzWarWokalna,10,3.682,5.3809,0.6274,-0.4394,0.8784
C1_XGBoost_pfxf,MzWarWokalna,11,3.7835,5.5167,0.6096,-0.3573,0.8713
C1_HGB_pfxf,MzWarWokalna,11,3.7451,5.4604,0.6175,-0.3454,0.8751
C1_XGBoost_pfxf,MzWarWokalna,12,3.8777,5.67,0.5884,-0.3035,0.864
C1_HGB_pfxf,MzWarWokalna,12,3.8627,5.6303,0.5941,-0.3179,0.8673
C1_XGBoost_pfxf,MzWarWokalna,13,3.9265,5.7682,0.5748,-0.3277,0.8586
C1_HGB_pfxf,MzWarWokalna,13,3.8999,5.7365,0.5795,-0.2868,0.8618
C1_XGBoost_pfxf,MzWarWokalna,14,3.9628,5.8694,0.5606,-0.3271,0.8524
C1_HGB_pfxf,MzWarWokalna,14,3.9546,5.8315,0.5663,-0.2715,0.8566
C1_XGBoost_pfxf,MzWarWokalna,15,3.9864,5.9019,0.5564,-0.2739,0.8512
C1_HGB_pfxf,MzWarWokalna,15,3.9843,5.866,0.5617,-0.2643,0.8543
